provider_id,npi,name,specialty,state,zip_code,is_flagged,license_valid,joined_date
38725f0f-67f2-4d58-a95d-ef33d64eacca,1436674575,Smith Inc Medical Group,Neurology,OR,29847,False,True,2023-06-07
35fb7585-ffb1-4126-bdbd-2a4741b5e095,6821874782,Miller Inc Medical Group,Internal Medicine,PW,85894,False,True,2017-12-14
b978b392-5d71-4a39-93ea-e3ec6d82fb22,4632360687,Williams-Harrison Medical Group,Neurology,NE,93877,False,True,2021-02-25
6f9d8b8e-3cb8-4c24-b824-feeb4379ff67,5646134398,Mckenzie-Hutchinson Medical Group,Neurology,AR,88772,False,True,2020-06-05
a6945a79-1261-4499-b72a-89815cdb701f,6154809418,"Hanson, Anderson and Mathis Medical Group",Internal Medicine,CO,50057,False,True,2019-12-02
9e1c0b35-7fba-44f0-a1bd-541607284825,3784832728,"Neal, Brown and Bowen Medical Group",Orthopedics,WI,91386,False,True,2020-01-29
3e6f7901-1bd5-4d29-92a2-11a7fac4cae1,5682682527,Saunders Group Medical Group,Cardiology,GU,96072,False,True,2020-03-23
3c9fe62e-125c-4fe5-9616-dc891c1fbfd0,0141915664,Russell and Sons Medical Group,Cardiology,MS,39543,False,True,2019-02-05
60330d52-b29b-4d9e-a035-ccc52e5ab90a,9496268817,Henderson and Sons Medical Group,Neurology,VI,26149,False,True,2023-02-14
14258a7c-27c2-4c92-9fa8-a16857af6a68,7190439360,Jones PLC Medical Group,Emergency Medicine,AZ,94219,True,True,2023-06-15
f5613f66-e99d-423c-8e9d-08e4c254210b,0859666523,Wagner-Wiggins Medical Group,Emergency Medicine,OK,65325,True,True,2022-02-21
0b853fdd-4e97-4fac-80c7-d6478304b30c,4030719133,"Garcia, Andrews and Payne Medical Group",Cardiology,SD,87816,False,True,2017-02-02
f90ff1da-31a0-4477-895a-91c75d138a9c,8069171452,Andrade and Sons Medical Group,Neurology,PW,08514,False,True,2017-01-24
fdc69e90-0e2b-4783-abab-42a8a26867f2,7859734555,"Munoz, Beasley and Lee Medical Group",Internal Medicine,NJ,56706,False,True,2024-06-10
37a9ea53-bdea-40f6-a3c4-11a86e468a55,1740246517,Owens-Wilson Medical Group,General Practice,CT,35686,False,True,2018-02-25
4d1ce8d6-48f1-43fb-b519-da00b4b369e5,3019155272,Nunez-Stone Medical Group,Psychiatry,OR,39649,False,True,2020-07-16
46e166ee-883c-4c27-a51b-0af0d5888a57,0243678450,"Soto, Hawkins and Lopez Medical Group",Internal Medicine,IA,72224,False,True,2022-07-15
b8d69b55-192b-4186-99e9-106867d2c209,8765757129,"Graves, Barker and Porter Medical Group",Internal Medicine,MO,81895,False,True,2022-01-05
ae79c68e-97b4-4f1c-a6cb-aeebb64ec6a1,8586893259,Beck-Miller Medical Group,Neurology,ID,08051,False,True,2019-11-16
7fc0bae0-7767-440f-a88f-794e5262d737,7064411283,"Avila, Miller and Perez Medical Group",Orthopedics,VA,49403,False,True,2018-08-09
5e7cb7a3-33f7-4031-877d-57f19d9cb64c,9820712585,Burnett and Sons Medical Group,Emergency Medicine,DE,50767,False,True,2020-03-15
09703285-ac33-454b-afce-37d889e50e51,8186274263,"Henderson, King and Wood Medical Group",Cardiology,AK,00877,False,True,2019-02-01
97852457-4f23-401a-a6f3-158243268c0f,7745101154,"Carroll, Reynolds and Munoz Medical Group",Neurology,AS,10713,False,True,2024-03-30
52c2b51d-f176-41a8-bd89-7e8053e3e14b,4050815227,"Davis, Morgan and Wallace Medical Group",Neurology,MN,26939,False,True,2021-05-04
d4d5558a-585f-4858-b45d-2c836d000410,2265306773,Tran-Roberson Medical Group,General Practice,FL,54313,False,True,2021-06-08
0071e215-08d4-45f4-b5e0-90df952235d9,9511463210,"Wells, Walsh and Yates Medical Group",Neurology,MO,40860,False,True,2020-01-02
95bdb1d5-f2e0-4be7-be2b-d825084cd0ee,9120248798,"Adams, Campbell and Martinez Medical Group",Cardiology,KS,91995,False,True,2017-10-01
e8ede095-4acc-4e7f-93ed-0abc16213f3d,4156979846,"Cohen, Farrell and Baird Medical Group",Internal Medicine,MS,33593,False,True,2022-07-16
722b1616-3aa3-4580-aba6-d2c8606d5288,8497212653,Meyer-Murray Medical Group,Cardiology,NJ,05711,False,True,2023-10-30
f74c5af2-0694-4e8b-8571-cc3d13d11a12,4064900159,Chavez Inc Medical Group,Orthopedics,SC,97264,False,True,2024-04-21
ddb8f8ba-1a0d-42a1-a6bc-790979fe9835,8839379473,Richardson Group Medical Group,Oncology,CA,29775,False,True,2023-12-10
46c2e9fe-efac-4f73-89af-b32987305ae7,6864693170,Smith-Smith Medical Group,Psychiatry,IA,75360,False,True,2022-10-23
78bbb71d-3e9d-44b4-9cf0-d42bd8666cb9,2289652578,"Williams, Ayala and Lynch Medical Group",Orthopedics,NY,53457,False,True,2020-03-09
95602c29-04b6-433b-8cf4-25a4b6bcbcc1,4628051896,"Underwood, Costa and Mack Medical Group",Cardiology,PA,48112,False,True,2020-09-17
a907e212-2990-45c3-af93-31c813392d8b,6934572076,"Ibarra, Mack and Williams Medical Group",Emergency Medicine,NJ,08189,False,True,2016-08-26
7ce9d48f-0548-4d85-a523-32166a837112,0883286822,"Johnson, Howard and Smith Medical Group",Neurology,WV,72122,False,True,2021-07-08
11aa7426-8da0-4416-ab7b-88479ff8b101,6733935529,Perez-Garcia Medical Group,Cardiology,ME,33275,False,True,2023-12-26
8c8136b7-420e-461d-a9a6-4bc19bf8dcc6,6411901250,Hill-Davis Medical Group,Psychiatry,IN,38814,False,True,2018-09-12
095980c9-3456-42d5-9c0e-d6eda0d7a404,5510326661,"Andrade, Powell and Hall Medical Group",Oncology,UT,03341,False,True,2017-08-28
672a2982-1e9e-4e60-a60d-01d8008282d5,2986256334,Mcmahon-Mahoney Medical Group,Emergency Medicine,OH,65324,False,True,2022-04-21
d1f72a1e-b34b-48f6-a311-1c658ef933af,2264866285,Wheeler-Richards Medical Group,General Practice,WY,28081,False,True,2022-06-06
e9dc7562-7cd1-4c59-998d-1618e0a586c8,6890731964,"Martin, Schmidt and Wagner Medical Group",Orthopedics,OH,78056,False,True,2019-06-27
56720a30-d7aa-4b13-8c4a-b5ac427429e1,8031403311,Keller LLC Medical Group,Oncology,PA,11295,False,True,2018-04-06
a57604ef-f800-466e-8c62-7c829fdf1e53,0852992678,Mays Group Medical Group,General Practice,TX,67956,False,True,2022-04-11
ff7caf37-2173-425c-aa1e-f4e933e37e71,8658614144,Harris PLC Medical Group,Emergency Medicine,TX,05772,False,True,2022-12-29
b310a3a8-0034-4a18-b4c2-9da3ac8daf97,6057222820,Hall Group Medical Group,Emergency Medicine,MS,39209,False,True,2022-04-24
dc8e0196-92c8-4718-8b89-6bb677193946,7490880702,"Jenkins, Lopez and Gonzales Medical Group",Emergency Medicine,VI,61038,False,True,2017-09-13
9971f8e5-47ba-4504-b3cc-00d62d36ae1d,8112465018,Thomas Ltd Medical Group,General Practice,ID,11748,False,True,2022-09-13
64179bcb-a165-4584-9e05-52f1b80b6c27,6218718886,Mathis-Macdonald Medical Group,Orthopedics,TX,76046,False,True,2019-04-13
492ed6da-204a-454a-ae24-e9a9b6b8b6fe,5800739995,Rodriguez-Yang Medical Group,Oncology,LA,05566,False,True,2023-07-19
4922f4b1-c3ee-4a21-870b-5c4db5f0e306,1241264296,"Lee, Kelley and Bailey Medical Group",Cardiology,MT,46976,False,True,2017-09-26
18ce8297-74b1-4c22-9be2-338f57d049dc,3749523869,Santiago and Sons Medical Group,Psychiatry,WY,66759,False,True,2020-02-03
a8c3887d-5251-42b3-a20e-ca97f7797fbc,8995601809,Thompson PLC Medical Group,Psychiatry,TN,39071,False,True,2016-06-22
30c7e046-b5f4-4357-9f6c-23642ef4bf3b,4821003300,"Gill, Andrews and Williams Medical Group",Orthopedics,PW,34458,False,True,2025-01-31
db61edf0-1c1e-467c-970c-90fbca5f8380,2324735351,"Melton, Gates and Smith Medical Group",Orthopedics,NV,02555,False,True,2019-09-26
f6d19fda-ddfb-447d-9d8d-a9a2c5897842,7639059107,Waters-Landry Medical Group,General Practice,MO,85048,False,True,2021-02-02
62ad0c2b-cd79-417c-a1dc-b1ee1cdc4a57,8233189596,Mitchell-Mckee Medical Group,Orthopedics,VI,57538,False,True,2020-04-01
92c1b782-f7b7-4b19-aad5-7bd582bb4bc5,8709787247,Castro-Browning Medical Group,Emergency Medicine,ND,09651,False,True,2018-11-18
4d15e1aa-60d7-48b6-8936-9d62a55099d3,5555142445,Molina-Barnett Medical Group,General Practice,SC,52501,False,True,2021-05-21
f2877432-ae17-42cc-a9c4-325538cf383c,3773805356,Tran-Nguyen Medical Group,Internal Medicine,FL,82268,False,True,2020-02-16
e8c3c813-800a-4236-a927-f2ab3db624c3,7320173057,"Gibson, Barnes and Gibson Medical Group",Oncology,IA,72378,False,True,2023-01-14
1dd55f05-358f-435e-83af-45b79026350d,7443074256,Maxwell PLC Medical Group,General Practice,ME,68854,False,True,2017-09-20
5262f70f-60b2-4ea1-a0b6-714dd4b43797,4811946363,Clark Group Medical Group,Internal Medicine,NV,70379,False,True,2021-12-26
b305476d-cc56-44c2-a85f-f2fc2ecbabf4,7200972572,"Crawford, Myers and Morris Medical Group",Cardiology,CA,23467,False,True,2016-06-28
1a66f7ec-9b91-4503-8e71-55f5364d5515,9984722893,Fitzgerald and Sons Medical Group,Internal Medicine,HI,13391,False,True,2022-11-04
fcbe05c4-7375-45e3-b23b-deb9e532f0e0,7895007137,Hunt and Sons Medical Group,Orthopedics,SC,72281,False,True,2020-08-23
afa34f1e-f455-492d-a041-21463ab67226,7719723434,"Nguyen, Rodriguez and Graham Medical Group",Emergency Medicine,TN,02544,False,True,2016-10-25
66d6d15f-f6d1-4fb7-8078-e587fdb63611,1165261378,"Mcintosh, Gonzales and Dickerson Medical Group",Oncology,WY,65366,False,True,2023-09-27
94b01e57-316e-4fe0-8b45-e81be47786dd,2322242456,Rasmussen-Baldwin Medical Group,Psychiatry,AS,12920,False,True,2022-10-17
8897c292-563e-4374-ac67-23fc40c59692,2944762783,Newman Inc Medical Group,Internal Medicine,PW,62650,False,True,2021-10-06
5cf0a751-cc04-4402-a41d-93f63572f2c3,5421586231,Pearson Inc Medical Group,Orthopedics,MI,12315,False,True,2023-10-09
076db35e-e656-464c-9d35-1019239a4b66,8629898421,"Salazar, Gay and Perez Medical Group",General Practice,MD,89456,False,True,2024-04-12
42de9bb5-47c9-4caf-a348-5b645d1a37c6,8348906900,Guerra-Hebert Medical Group,Psychiatry,ME,26407,False,True,2019-02-20
0bed2adc-8bd4-449f-9379-7f2c546bdb8b,6646811721,Guzman and Sons Medical Group,Cardiology,NY,72966,False,True,2023-08-02
73c2031d-48d1-46e5-8f63-e15904de4772,3243084999,Kelly-Phillips Medical Group,Emergency Medicine,MN,70311,False,True,2023-09-08
50fd642d-3060-483b-bb39-d6832ab97b93,4771634902,Fields Inc Medical Group,Psychiatry,PW,52188,False,True,2025-05-16
24ca73d8-88b5-4970-940b-b4b621527d44,8920931472,"Hayes, Adams and Kerr Medical Group",General Practice,VI,92511,False,True,2022-01-20
733bfdae-1ac9-41b3-add9-c1f6c2835f20,0405667522,"Kaufman, Davis and Price Medical Group",Oncology,AZ,63199,False,True,2023-08-15
7d707fae-2752-457b-a016-9051a0728390,4637141694,Brown-Salazar Medical Group,Oncology,AL,70825,False,True,2023-08-28
816fcf85-f221-4fcc-be6f-a295f81cffc0,4112569664,Robertson LLC Medical Group,Orthopedics,MA,62464,False,True,2020-09-29
a90e3a71-39bc-446a-8eb3-0ec63ed06d7f,2382964470,Humphrey Group Medical Group,Oncology,AR,32391,False,True,2018-07-02
d41f39a5-3d77-4bc8-94df-9d879f5baa99,4787659505,Wood-Rivas Medical Group,Orthopedics,RI,58976,False,True,2017-12-01
98acce8f-778c-414b-a0ed-5e6420416027,7661180032,"Bell, Barnett and Wright Medical Group",Orthopedics,WY,53683,False,True,2020-08-19
f76f49b3-0f56-43e0-a6f1-e2217d647f96,7823675372,Hernandez Group Medical Group,General Practice,UT,88728,True,True,2022-12-02
c7376369-3882-4a2e-a784-0d2f3e5439c4,6856067044,"Bradley, Miller and Armstrong Medical Group",Cardiology,KY,64531,False,True,2018-10-28
5e85004d-6ae3-4d36-9cdc-5f8ce7c01a40,7048855163,Lewis-Estes Medical Group,Orthopedics,MI,45570,False,True,2019-08-08
0d8460a0-1af9-48eb-b1c2-859d9ba8f335,9369238104,"Cowan, Jackson and Underwood Medical Group",Psychiatry,DC,05354,True,False,2023-05-29
1f376d0f-f352-48f2-8c43-c3c7c171bb0c,2378919700,"Vaughn, Burns and Anderson Medical Group",Orthopedics,LA,23689,True,True,2018-06-20
f6629ac0-b829-4ca9-b047-bf2daf608c60,2467144531,Hall Ltd Medical Group,Oncology,MH,51350,False,True,2024-04-07
91ba8bd5-53ef-48c0-bb0d-deaf4cf0ce04,8002706132,Burns Inc Medical Group,Orthopedics,WA,69722,False,True,2018-12-09
a42c76f1-83ba-4d3b-9195-ec635e362595,4141720763,"Nichols, Kelly and Perez Medical Group",Neurology,WY,28703,False,True,2022-11-07
d11963a6-a947-47b7-8cac-fbe3a5dc52a3,7579736684,"Perry, Weaver and Brooks Medical Group",Cardiology,CA,73471,False,True,2019-09-19
1097c690-14a2-4030-a25c-4de478e0f145,7586463893,Robertson-Huber Medical Group,General Practice,UT,49464,False,True,2024-08-21
9fd55fc2-8bd7-4afd-b5ad-73644e15dc9b,0989098079,Smith and Sons Medical Group,Psychiatry,WY,43726,False,True,2024-02-11
c2b5b28f-9df5-4c8e-b1a3-05a069165559,7850979131,"Stephens, Sullivan and Roberts Medical Group",Internal Medicine,VT,97022,False,True,2022-01-24
79f3858e-6c90-4f71-aa85-61c3bc0fa596,2878816509,Davis-Madden Medical Group,Cardiology,ID,51852,False,True,2020-04-28
9858e63b-2749-45f9-b827-914ce76f374d,0232204810,Miller-Tucker Medical Group,Orthopedics,MN,01115,False,True,2018-12-30
b47b8cf4-40c8-4a12-af08-f1036190a541,8833779928,Fernandez and Sons Medical Group,Oncology,DE,35961,False,True,2023-10-26
98fcb20a-426a-42b9-adee-bfd0d5a4c4fd,7883743821,Tapia-Bowman Medical Group,Psychiatry,SC,89302,False,True,2017-03-07
0377c684-7156-404c-b387-ab2154974fdd,8828533939,Edwards Inc Medical Group,Oncology,NJ,02092,False,True,2017-12-27
fb748f20-ab79-4507-874b-34569364d3c3,7577925577,Hall Inc Medical Group,Neurology,MD,75960,False,True,2024-10-09
6fbbe077-11b2-414a-9e8a-946f6f9a3948,1686426175,"Burns, Hernandez and Bright Medical Group",Internal Medicine,WA,64590,False,True,2023-11-04
3bfcaf88-61af-4267-ae78-317c282942f3,3049893244,"Adams, Wright and Turner Medical Group",Orthopedics,MN,75244,False,True,2017-01-27
1664010f-fba6-48b9-b903-5b4065bb4bac,7875596160,Avery Group Medical Group,Orthopedics,WA,91586,False,True,2025-04-23
c2e47fa2-5bb1-4465-aa11-026c49d7d778,2518702195,Kim-Mills Medical Group,Emergency Medicine,AL,47584,False,True,2019-11-12
8c5e1dee-0d37-4e8d-9958-f427376478fb,6973561603,Hopkins-Gamble Medical Group,Internal Medicine,NE,18410,False,True,2023-10-22
3fa27918-ac96-4830-80d9-3337191498d8,8513713385,Yates-Dillon Medical Group,Internal Medicine,AL,57793,False,True,2021-05-10
df1ced97-c920-4676-93ca-1afe1e6bcac8,1652652969,Robinson Ltd Medical Group,Emergency Medicine,MH,37450,False,True,2017-03-17
11bda2c8-a784-4b12-8a7e-30af44863a21,3809274107,"Hahn, Morris and Castro Medical Group",Psychiatry,VI,81416,False,True,2017-04-30
e286046b-f4d5-4642-9e40-4190ffc945b2,5067339979,"Rogers, Adams and Glover Medical Group",Internal Medicine,HI,75619,False,True,2019-03-22
6944a2cc-8219-458f-b9c5-d85170fad654,8412255119,Alexander PLC Medical Group,Internal Medicine,LA,74833,False,True,2023-03-20
93c7356f-5d1b-45a8-893b-953eeb49ce42,1940392922,Thompson and Sons Medical Group,General Practice,NY,13915,False,True,2021-07-23
d96482b2-bf18-435c-8d26-9bece5044911,8691042414,"Anderson, Williams and Kelley Medical Group",Internal Medicine,AR,44699,False,True,2024-11-22
f9368e0c-e53e-40da-8c8b-95e3b9bab667,3500959843,"Mccarthy, Barnett and Ferguson Medical Group",Oncology,TN,33206,False,True,2023-01-24
34c2ea0b-2cd4-43b6-b0bb-61ddbadd13dd,5159149124,Williams-Williams Medical Group,Orthopedics,MP,70954,False,True,2023-08-20
34d075c5-996d-484f-be66-725b716536a4,7831738489,"Lewis, Medina and Owens Medical Group",Psychiatry,NY,31475,False,True,2022-03-25
559fe328-a0d6-4625-b94c-8111ca25716b,7892727169,Lara-Phillips Medical Group,Orthopedics,PA,58804,False,True,2023-02-02
64e89133-5eae-410b-8ca3-9dde76d391f7,6622409319,Barber-Carter Medical Group,Internal Medicine,WV,15431,False,True,2018-08-14
78b471cb-cdc3-4b09-a2bf-d3f5094e654b,9175949528,Walker Group Medical Group,General Practice,NH,64304,False,True,2022-07-11
d721b072-317f-4652-a1e8-2fc4a86bd548,1560290668,"Dorsey, Lee and Zimmerman Medical Group",Emergency Medicine,GU,57521,False,True,2019-04-03
bf7f89a6-640d-4850-89d7-d0529bf19bf2,2291489430,Reyes Inc Medical Group,Cardiology,MN,99896,False,True,2020-08-16
b2e393a4-7b81-4599-82d8-b320446dc740,0987956376,Rice-Duke Medical Group,Cardiology,UT,45925,False,True,2022-09-14
16f7a403-b231-49ca-9b07-68f457d410b9,6556422875,Phillips PLC Medical Group,Cardiology,NH,71928,False,True,2019-09-16
271e9c10-165e-4c9e-9689-99ef3ffda000,9295448835,"Ford, Hayes and Smith Medical Group",Emergency Medicine,UT,22779,False,True,2018-01-18
0c612ae2-5c58-4ef3-98bb-2d9c6e309a6f,8343759071,Perez-Bailey Medical Group,General Practice,VI,15591,False,True,2019-05-31
63ff4303-a52f-40ca-bcdc-f855c7641dfb,4420521748,Harrison Group Medical Group,General Practice,VA,10187,False,True,2019-12-16
9248b6be-0a02-4eba-aacc-2be7b02e0e46,0742884441,"Guzman, Chambers and Rangel Medical Group",Oncology,KY,46207,False,True,2023-08-05
851d79d8-1885-4473-ad1a-6c5a71a73b19,5870117656,"Sheppard, Anderson and Ray Medical Group",Emergency Medicine,MS,95413,False,True,2022-07-31
a5bab40e-2962-4be9-9bb7-39416b294ebd,1064856810,Thomas LLC Medical Group,Oncology,ND,27677,False,True,2024-05-21
62d1caec-dfaf-456f-8305-317cdeae0e4b,8395112850,Anderson and Sons Medical Group,Orthopedics,NE,86564,False,True,2024-04-02
9e0930c9-ed4a-4c71-b249-033956b9f4a8,1658359334,Williams LLC Medical Group,General Practice,WA,61406,False,True,2016-12-25
d7f7ec1e-1c67-482b-9b78-30f5c64e6386,7872715426,Campbell-Lopez Medical Group,Neurology,NM,49087,False,True,2019-09-13
989b913d-9aaa-4940-a16c-cb5258558c81,0889072114,Douglas Inc Medical Group,General Practice,KS,98473,False,True,2018-06-16
63e6ef2d-cd1f-43b2-a832-257bd5d66878,8612970534,"Walters, Bell and Wolf Medical Group",Cardiology,ID,14070,False,True,2021-10-21
7bb78726-0b59-4f6b-929c-830471bd6943,1542135284,Patterson-Murillo Medical Group,Neurology,VI,94022,False,True,2025-03-12
1b41e182-3f06-415a-90ad-781119f76443,1296071009,Burns-Hull Medical Group,Emergency Medicine,MN,87841,False,True,2022-06-18
ae6a1072-f337-4ef3-a6c2-972f461ed76e,7168737875,Davis-Walker Medical Group,Emergency Medicine,NJ,59289,True,True,2022-10-14
4d702df1-d48f-4e24-a44e-ae3b6ada7354,3620956139,Martin Ltd Medical Group,Orthopedics,KY,42488,False,True,2021-02-15
08a6d4a3-07a6-4057-b00f-d86f3d950137,2985418424,Miles-Johnson Medical Group,Oncology,GU,31335,False,True,2018-04-17
0b934534-3f12-47ca-8113-4fbc7b6db6eb,6555738210,Ward-Brooks Medical Group,Orthopedics,MP,16704,False,True,2024-07-29
89e6ced4-9a2a-4c08-8c99-d87398c0f622,7538808962,Yates-Owen Medical Group,Emergency Medicine,UT,77739,False,True,2022-07-19
8a7e8f8a-4c8a-492f-8519-4dc72b5c2ebd,1322827701,Wood-Morgan Medical Group,Cardiology,AK,51587,False,True,2024-10-11
fd57fb98-0203-44d8-bcca-630ff6916b3f,5169199641,Pace-Cooper Medical Group,General Practice,KY,02227,False,True,2019-11-17
4af4d17b-6198-4b39-a8a1-d0978335d114,4904920569,"Gordon, Hill and Petty Medical Group",Neurology,SC,52250,False,True,2025-03-26
3baac230-a3a8-42fb-9a53-de37bfc0cb4d,0584799468,"Nash, Smith and French Medical Group",Neurology,MO,11234,False,True,2018-09-26
5fe86428-d1d4-4e5e-a765-ce58279551f1,2009466351,Wagner PLC Medical Group,Orthopedics,NJ,13779,False,True,2020-08-30
dbcb5ee6-cb3e-48be-b982-1e65daf07ac2,7560951397,Ramirez Group Medical Group,Cardiology,IN,91706,False,True,2022-03-20
61609b62-2fc8-4556-8edb-c8d8d1d31655,8353659253,Brewer Group Medical Group,Emergency Medicine,OH,93699,False,True,2017-04-07
13f53758-8412-4bed-bedb-124d34ee32b1,2789118112,Jackson LLC Medical Group,Orthopedics,GU,24273,False,True,2024-12-20
cb3977da-91aa-446d-a605-b6b3a4352b51,7046149990,Stewart-Clark Medical Group,Cardiology,ME,59671,False,True,2024-09-27
e3de6608-cfeb-48a0-b190-55d46413be60,6320596067,Garner Ltd Medical Group,Internal Medicine,LA,52482,False,True,2017-04-05
a76879f3-f23b-4e75-b9ea-d525f6f7567b,5885825887,Santana LLC Medical Group,Orthopedics,ME,39947,False,True,2023-09-29
5a38d542-eed8-4cb8-a259-fec6c0d721f1,1079732398,"Alvarez, Tran and Merritt Medical Group",Internal Medicine,AK,47987,False,True,2018-08-31
e6403ea4-6c4a-4dbc-98f7-77609eaeaf1e,4145146927,Nash-Cunningham Medical Group,Orthopedics,PR,44569,True,True,2016-11-11
e35c3ebb-c595-47d4-82a7-df1fc40debd9,9883206639,Anderson-Ramirez Medical Group,Emergency Medicine,GA,17188,False,True,2020-01-11
3467a2d1-f5cc-40a5-aee0-da84815925a8,2152412265,"Leblanc, Pitts and Rose Medical Group",Psychiatry,FM,45390,True,False,2018-11-22
